permit_number,permit_type,description,filed_date,issued_date,completed_date,permit_expiration_date,estimated_cost,revised_cost,existing_use,proposed_use,proposed_construction_type_description,neighborhoods_boundaries,zipcode,record_id,city,state,changed_use,estimated_revised_diff,issued_year,issued_month,completed_year,completed_month,issued_completed_days,issued_completed_years,filed_issued_days,issued_expiration_days,address,latitude,longitude
200712281503,additions alterations or repairs,"change of use from b to e and a occupancy. remodel ex. space to comply with the code for e occupancy and comply with nov 200452510. build new walls for classrooms, offices and group housing. build new stairs for exiting from 2nd and 3rd floors to street level. build ada restrooms and showers.",2007-12-28,2009-05-13,2010-10-25,2015-04-12,325000,2575000,office,school,wood_frame_5,Tenderloin,94102,1120882375659,San Francisco,CA,TRUE,2250000,2009,May,2010,Oct,530,1,502,2160,"230 Jones St,San Francisco,CA,94102",37.78350615,-122.41222215059153
201602290752,additions alterations or repairs,"t.i.  of extg warehouse space to create 12' tall partitions to divide space into individual artist studios on 1/f & also work in mezzanine. mep, life safty under seperate permit. n/a for maher",2016-02-29,2016-06-06,2018-04-12,2019-05-22,317000,1050026,manufacturing,workshop commercial,wood_frame_5,Potrero Hill,94107,1414245382562,San Francisco,CA,TRUE,733026,2016,Jun,2018,Apr,675,2,98,1080,"1240 Minnesota St,San Francisco,CA,94107",37.754722040816326,-122.39003755102041
201601207535,additions alterations or repairs,change of use: tenant improvement of g/f space previously approved as retail to a new restaurant.** maher: n/a **,2016-01-20,2016-09-19,2017-06-19,2019-09-04,312400,909640,retail sales,food/beverage hndlng,constr_type_3,Hayes Valley,94102,1409766491158,San Francisco,CA,TRUE,597240,2016,Sep,2017,Jun,273,1,243,1080,"450 Hayes St,San Francisco,CA,94102",37.777031,-122.42388213750002
200506064283,additions alterations or repairs,"horizontal & vertical addition, interior alteration.",2005-06-06,2007-06-22,2009-06-11,2009-06-22,300000,757000,1 family dwelling,apartments,wood_frame_5,Mission,94110,1017966161893,San Francisco,CA,TRUE,457000,2007,Jun,2009,Jun,720,2,746,731,"942 South Van Ness Av,San Francisco,CA,94110",37.758055999999996,-122.41690871428571
200512291259,additions alterations or repairs,to expand existing bldg at side and vertically while add secndary dwelling unit per plans. add 2 story at (e) building.,2005-12-29,2007-06-26,2008-10-22,2009-06-26,300000,565000,1 family dwelling,2 family dwelling,wood_frame_5,Inner Richmond,94118,1039618103768,San Francisco,CA,TRUE,265000,2007,Jun,2008,Oct,484,1,544,731,"516 4th Av,San Francisco,CA,94118",37.77878775,-122.46173255961537
200705312675,additions alterations or repairs,"add two floors with two residential-new units on 3rd and 4th floors, remodel (e) 2nd floor unit, remodel ground floor, office at rear of garage, enlarge garage for new three car parking, upgrade building to new code",2007-05-31,2013-08-14,2015-03-12,2016-07-29,300000,780000,1 family dwelling,apartments,wood_frame_5,South of Market,94103,1095282166429,San Francisco,CA,TRUE,480000,2013,Aug,2015,Mar,575,2,2267,1080,"56 Ringold St,San Francisco,CA,94103",37.77396505,-122.41052244732265
200711198515,additions alterations or repairs,vertical extension to convert a 2 story + attic single family residential building by adding one story to become a 3 story with attic building with 2 units.,2007-11-19,2013-01-25,2016-04-14,2016-01-10,300000,510000,1 family dwelling,2 family dwelling,wood_frame_5,Inner Richmond,94118,1116743108183,San Francisco,CA,TRUE,210000,2013,Jan,2016,Apr,1175,3,1894,1080,"658 3rd Av,San Francisco,CA,94118",37.7762991,-122.46044559832919
201109164830,additions alterations or repairs,conversion of a sfd to a duplex. electrical & plumbing under separate permits.,2011-09-16,2012-07-17,2014-05-05,2015-07-02,300000,620000,1 family dwelling,2 family dwelling,wood_frame_5,Inner Sunset,94122,1249867121081,San Francisco,CA,TRUE,320000,2012,Jul,2014,May,657,2,305,1080,"1622 11th Av,San Francisco,CA,94122",37.75787975,-122.467808459384
201112150714,additions alterations or repairs,"retail t.i.  of (e) masonry bldg. interior work only. (n) interior wall partitions, (n) interior fixtures, furnishings &  equipment. (n)interior floor, wall & ceiling finishes, (n) interior mechanical, electrical & plmg, change in use under seperate bldg permit #20101207031",2011-12-15,2012-04-24,2012-11-14,2015-04-09,300000,800000,auto repairs,manufacturing,constr_type_3,Mission,94110,1257753160372,San Francisco,CA,TRUE,500000,2012,Apr,2012,Nov,204,0,131,1080,"740 Valencia St,San Francisco,CA,94110",37.761019346938774,-122.42161693877551
201303011335,additions alterations or repairs,vertical & horizontal addition. number of units change from 1 to 2. number of stories change from 2 to 3. add approx. 1600 sq ft. add decks at rear. 12' deep at 2nd level 5' deep at the 3rd level.,2013-03-01,2014-12-22,2017-01-10,2017-12-06,300000,518000,1 family dwelling,2 family dwelling,wood_frame_5,Noe Valley,94114,1297621143951,San Francisco,CA,TRUE,218000,2014,Dec,2017,Jan,750,3,661,1080,"4233 22nd St,San Francisco,CA,94114",37.754003999999995,-122.43953120840624
201904057216,otc alterations permit,"change of use from an (e) retail space to a preschool, tenant improvement for the new preschool, mech, elec, plumbing  & fire sprinkler under sep permit",2019-04-05,2019-05-09,2019-09-27,2022-04-23,300000,820000,retail sales,school,wood_frame_5,Mission,94110,1547446206420,San Francisco,CA,TRUE,520000,2019,May,2019,Sep,141,0,34,1080,"1429 Valencia St,San Francisco,CA,94110",37.74999091086956,-122.42031133043479
201904057216,otc alterations permit,"change of use from an (e) retail space to a preschool, tenant improvement for the new preschool, mech, elec, plumbing  & fire sprinkler under sep permit",2019-04-05,2019-05-09,2019-09-27,2022-04-23,300000,820000,retail sales,school,wood_frame_5,Mission,94110,1547447374297,San Francisco,CA,TRUE,520000,2019,May,2019,Sep,141,0,34,1080,"1445 Valencia St,San Francisco,CA,94110",37.74976953695652,-122.42028764347826
9120386,additions alterations or repairs,horizontal addition.,1991-10-29,1992-05-07,1992-10-14,1994-11-07,300000,1500000,retail sales,food/beverage hndlng,constr_type_3,Mission,94103,359147157950,San Francisco,CA,TRUE,1200000,1992,May,1992,Oct,160,0,191,914,"1800 Folsom St,San Francisco,CA,94103",37.767617200000004,-122.41612132915981
201709056858,additions alterations or repairs,"tenant improvement of basement, 1st, 2nd, 3rd, 4th, 5th & 6th floor. install fire sprinklers.** maher: n/a **",2017-09-05,2017-12-13,2019-04-25,2020-11-27,288325,531294,retail sales,food/beverage hndlng,constr_type_1,Financial District/South Beach,94102,147740969772,San Francisco,CA,TRUE,242969,2017,Dec,2019,Apr,498,2,99,1080,"165 Ofarrell St,San Francisco,CA,94102",NA,NA
201206253387,additions alterations or repairs,horizontal & vertical additions. add 2nd unit. add roof deck. renovation and structural upgrade.,2012-06-25,2014-05-02,2016-11-18,2017-04-16,287000,900000,1 family dwelling,2 family dwelling,wood_frame_5,Castro/Upper Market,94114,1274362142198,San Francisco,CA,TRUE,613000,2014,May,2016,Nov,931,2,676,1080,"4546 19th St,San Francisco,CA,94114",37.759126949999995,-122.44006354655558
201602018541,additions alterations or repairs,"vertical addition: 3rd story addition to 2 story bldg., change of use from office/storage to art studio on ground floor. 2nd flr and 3/f new dwelling unit with kitchen on 2/f.  3rd flr: roof deck, master suite and bathroom.",2016-02-01,2016-10-07,2020-01-31,2019-09-22,285000,600000,"warehouse,no frnitur",1 family dwelling,wood_frame_5,South of Market,94103,1411045166324,San Francisco,CA,TRUE,315000,2016,Oct,2020,Jan,1211,4,249,1080,"32 Heron St,San Francisco,CA,94103",37.77458265,-122.4088974948003
200604038097,additions alterations or repairs,vertical additon and addition of 1 residential unit from 2 units to 3/change in use to r-1,2006-04-03,2008-01-18,2011-04-08,2010-01-18,250000,725000,2 family dwelling,apartments,wood_frame_5,Pacific Heights,94115,104851986813,San Francisco,CA,TRUE,475000,2008,Jan,2011,Apr,1176,3,655,731,"3043 Clay St,San Francisco,CA,94115",37.789336750000004,-122.4431692278761
200807187057,additions alterations or repairs,"horizontal four story & vertical two story addition, convert single family to two residential units. fire sprinklers, shoring and underpinning under separate permits.",2008-07-18,2009-10-02,2011-04-22,2012-09-16,250000,568000,1 family dwelling,2 family dwelling,wood_frame_5,Outer Richmond,94121,1143166102552,San Francisco,CA,TRUE,318000,2009,Oct,2011,Apr,567,2,441,1080,"3436 Anza St,San Francisco,CA,94121",37.77833595,-122.48528438146552
201401307428,additions alterations or repairs,"t.i. of (e) office space. 13 stories mixed use building to a new fast / casual restaurant, tender greens (e) outdoor plaza area to be designed as new outdoor patio. hvac, electrical, & plumbing upgrades. store front modification to include new single exit door, store front to match existing.",2014-01-30,2014-04-22,2014-10-09,2017-04-06,250000,510000,office,food/beverage hndlng,constr_type_1,Mission Bay,94107,1331247491470,San Francisco,CA,TRUE,260000,2014,Apr,2014,Oct,170,0,82,1080,"266 King St,San Francisco,CA,94107",37.77682306122449,-122.39308114285714
9809612S,additions alterations or repairs,horizontal and vertical addition to existing bldg,2000-05-05,2000-05-19,2002-03-18,2002-05-19,250000,525000,1 family dwelling,2 family dwelling,wood_frame_5,Outer Richmond,94121,671091105619,San Francisco,CA,TRUE,275000,2000,May,2002,Mar,668,2,14,730,"4218 Balboa St,San Francisco,CA,94121",37.7755695,-122.50421960344127
200005261204,additions alterations or repairs,existing grocery (ncu) & residence at front structure to be converted into single fam residence,2000-05-26,2000-12-22,2001-12-11,2002-12-22,250000,561000,retail sales,1 family dwelling,wood_frame_5,Outer Richmond,94121,820063387369,San Francisco,CA,TRUE,311000,2000,Dec,2001,Dec,354,1,210,730,"1751 Lake St,San Francisco,CA,94121",37.78584625,-122.47853831901311
200005261204,additions alterations or repairs,existing grocery (ncu) & residence at front structure to be converted into single fam residence,2000-05-26,2000-12-22,2001-12-11,2002-12-22,250000,561000,retail sales,1 family dwelling,wood_frame_5,Outer Richmond,94121,83951897535,San Francisco,CA,TRUE,311000,2000,Dec,2001,Dec,354,1,210,730,"100 19th Av,San Francisco,CA,94121",37.785913,-122.478601
9826331S,additions alterations or repairs,2 story vertical addition of 6 residential units,1998-12-28,2001-05-07,2005-01-12,2003-05-07,250000,520000,retail sales,apartments,wood_frame_5,Russian Hill,94133,875794389704,San Francisco,CA,TRUE,270000,2001,May,2005,Jan,1346,4,861,730,"807 Columbus Av,San Francisco,CA,94133",37.802213449999996,-122.41329032091281
200311069590,additions alterations or repairs,horizontal & vertical addition & change of occupancy. to add one additional unit from 2 to 3 units.,2003-11-06,2007-06-28,2008-10-27,2009-06-28,250000,573000,2 family dwelling,apartments,wood_frame_5,Inner Sunset,94122,962044113033,San Francisco,CA,TRUE,323000,2007,Jun,2008,Oct,487,1,1330,731,"1314 7th Av,San Francisco,CA,94122",37.7638163,-122.4640003
201402078043,additions alterations or repairs,"horiz'l & vert addition. convert single fam residence into 4 units, add 3rd floor & rear yard addition. each unit has 1 kitchen, 2 bathrms & 3 bedrms, lower unit has only 2 bedrms, (new 1/f unit 1: 2 bedrm/1 kitch, unit 2 2/f : 3 bedrm, 2 bathrm/1 kitchen; unit 3 (3/f: 3 bedrms/2 bathrm, 1 kitchen)",2014-02-07,2016-11-03,2019-03-13,2019-10-19,236000,725000,1 family dwelling,apartments,wood_frame_5,Inner Sunset,94122,1332059112080,San Francisco,CA,TRUE,489000,2016,Nov,2019,Mar,860,3,1000,1080,"1236 19th Av,San Francisco,CA,94122",37.76467925,-122.47693853942405
201308134208,additions alterations or repairs,"temporary lateral support of excavation for new construction by soldier beams, tiebacks and wood lagging",2013-08-13,2014-03-19,2016-02-12,2017-03-03,225000,1000000,vacant lot,apartments,constr_type_1,Tenderloin,94102,1338958497157,San Francisco,CA,TRUE,775000,2014,Mar,2016,Feb,695,2,218,1080,"101 Polk St,San Francisco,CA,94102",37.77762,-122.418171
201708165009,additions alterations or repairs,"tenant improvement on ground @ 4,100 sq ft yoga studio. change of use from retail to fitness. assembly space, fire alarm under separate permits.",2017-08-16,2018-03-20,2018-10-31,2021-03-04,225000,518000,retail sales,health studios & gym,constr_type_2,Russian Hill,94109,1474826304551,San Francisco,CA,TRUE,293000,2018,Mar,2018,Oct,225,0,216,1080,"1900 Van Ness Av,San Francisco,CA,94109",37.793198,-122.422703
200705211784,additions alterations or repairs,"one story additon and horizontal addition, change of occupancy from r-3 to r-2 new car lift and associated basement level",2007-05-21,2008-11-04,2012-01-19,2011-10-20,220000,650000,1 family dwelling,apartments,wood_frame_5,Mission,94110,1094032398575,San Francisco,CA,TRUE,430000,2008,Nov,2012,Jan,1171,4,533,1080,"1140 Potrero Av,San Francisco,CA,94110",37.753847414634144,-122.40651748780488
201601288264,additions alterations or repairs,"rear yard add to (e)2 unit res. addition & renovation to add 1 bedroom and half bath on ground level, addition of (1)bedrm & (1)bath to each (e) d.u. seismic upgrade & (n)interior renovation @ all levels as req'd. outdoor decks/stairs add to rear of bldg. result:2 units over a garage",2016-01-28,2017-07-06,2019-07-17,2020-06-20,215400,556744,2 family dwelling,apartments,wood_frame_5,Inner Sunset,94122,1410682496233,San Francisco,CA,TRUE,341344,2017,Jul,2019,Jul,741,2,525,1080,"1330 11th Av,San Francisco,CA,94122",37.7633529,-122.4682425
201601288264,additions alterations or repairs,"rear yard add to (e)2 unit res. addition & renovation to add 1 bedroom and half bath on ground level, addition of (1)bedrm & (1)bath to each (e) d.u. seismic upgrade & (n)interior renovation @ all levels as req'd. outdoor decks/stairs add to rear of bldg. result:2 units over a garage",2016-01-28,2017-07-06,2019-07-17,2020-06-20,215400,556744,2 family dwelling,apartments,wood_frame_5,Inner Sunset,94122,1410683496234,San Francisco,CA,TRUE,341344,2017,Jul,2019,Jul,741,2,525,1080,"1332 11th Av,San Francisco,CA,94122",37.7633265,-122.4682427
201012015856,additions alterations or repairs,proposed alteration and vertical addition.,2010-12-01,2013-04-09,2014-09-11,2016-03-24,205000,576000,1 family dwelling,2 family dwelling,wood_frame_5,Potrero Hill,94107,1224672169649,San Francisco,CA,TRUE,371000,2013,Apr,2014,Sep,520,1,860,1080,"2000 20th St,San Francisco,CA,94107",37.759807,-122.401275
201202214563,additions alterations or repairs,"proposed horizontal & vertical addition  for two family residence. 3 story structures w/1st floor 2 car garage,",2012-02-21,2014-07-23,2015-09-18,2017-07-07,202000,591105,1 family dwelling,2 family dwelling,wood_frame_5,Sunset/Parkside,94122,1262938113777,San Francisco,CA,TRUE,389105,2014,Jul,2015,Sep,422,1,883,1080,"1354 24th Av,San Francisco,CA,94122",37.762308700000006,-122.48217562266899
201207245587,additions alterations or repairs,3rd + 4th floor addition. interior remodel. convert single family home into two unit building. fire sprinker under separate permit.,2012-07-24,2013-05-13,2014-10-15,2016-04-27,200000,560000,1 family dwelling,2 family dwelling,wood_frame_5,Lone Mountain/USF,94118,127718689316,San Francisco,CA,TRUE,360000,2013,May,2014,Oct,520,1,293,1080,"758 Spruce St,San Francisco,CA,94118",37.7809453,-122.45277041446808
201210041365,additions alterations or repairs,horizontal & vertical addition.  4 stories over basement. convert single family dwelling to 3 family dwelling.,2012-10-04,2014-12-23,2018-07-03,2017-12-07,200000,720000,1 family dwelling,apartments,wood_frame_5,Western Addition,94115,128476290692,San Francisco,CA,TRUE,520000,2014,Dec,2018,Jul,1288,4,810,1080,"1880 Golden Gate Av,San Francisco,CA,94115",37.778534750000006,-122.44153285548445
